Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Heritage Exclusive Sale,9/5/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,2516,3.2%,36,59,399,7,6943,37,10,9
Heritage Exclusive Sale,9/6/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3835,4.2%,72,43,600,7,10766,47,3,0
Heritage Exclusive Sale,9/7/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3298,4.2%,61,28,330,14,30890,43,43,9
Heritage Exclusive Sale,9/8/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3219,1.7%,24,116,527,14,16300,52,17,2
Heritage Exclusive Sale,9/9/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4046,2.8%,50,60,576,0,402,37,33,13
Heritage Exclusive Sale,9/10/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1803,3.2%,26,20,101,14,20023,31,7,4
Heritage Exclusive Sale,9/11/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6072,3.2%,87,20,326,0,5534,63,13,18
Heritage Exclusive Sale,9/12/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5549,2.6%,63,91,1105,3,8855,65,0,11
Heritage Exclusive Sale,9/13/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1382,4.1%,25,44,215,0,3924,81,3,7
Heritage Exclusive Sale,9/14/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3713,4.1%,67,94,1207,14,14187,53,43,4
Heritage Exclusive Sale,9/15/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4457,3.3%,65,86,1068,3,2817,32,17,2
Heritage Exclusive Sale,9/16/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5203,2.3%,54,109,1118,10,17206,68,20,7
Heritage Exclusive Sale,9/17/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1653,3.3%,24,22,104,3,9559,106,3,0
Heritage Exclusive Sale,9/18/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3932,3.9%,68,117,1525,10,17609,55,27,4
Heritage Exclusive Sale,9/19/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4427,3.0%,59,47,524,10,14087,72,7,2
Heritage Exclusive Sale,9/20/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3905,4.0%,69,57,754,0,1811,81,10,4
Heritage Exclusive Sale,9/21/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3216,4.3%,62,32,384,7,18313,46,13,9
Heritage Exclusive Sale,9/22/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,3318,3.6%,54,23,235,14,26262,49,3,16
Heritage Exclusive Sale,9/23/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,1473,5.3%,35,33,222,0,1107,90,3,2
Spice Bazaar ,9/24/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8732,4.0%,155,94,2769,14,33506,71,23,9
Spice Bazaar ,9/25/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5047,3.6%,82,32,504,10,16804,84,0,7
Spice Bazaar ,9/26/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7419,5.3%,176,63,2123,21,44575,15,27,0
Spice Bazaar ,9/27/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8273,4.2%,154,5,150,10,22136,92,13,9
Spice Bazaar ,9/28/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6830,5.0%,152,103,2986,3,4729,59,33,4
Spice Bazaar ,9/29/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,10497,4.3%,200,46,1758,17,26262,63,30,0
Spice Bazaar ,9/30/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,10504,3.4%,160,14,443,17,36123,53,17,9
Spice Bazaar ,10/1/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5106,2.7%,62,75,885,3,17206,27,10,2
Spice Bazaar ,10/2/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,11374,3.9%,199,93,3529,7,8251,69,7,4
Spice Bazaar ,10/3/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5476,3.2%,77,14,201,7,8351,59,7,11
Spice Bazaar ,10/4/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8569,3.9%,150,27,781,17,37229,86,27,4
Spice Bazaar ,10/5/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9339,5.8%,243,70,3242,3,6037,83,17,16
Spice Bazaar ,10/6/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7792,3.8%,131,20,491,7,17105,30,30,7
Spice Bazaar ,10/7/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9468,5.3%,225,54,2344,17,29381,25,37,4
Spice Bazaar ,10/8/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9853,3.3%,146,49,1376,3,4528,47,43,9
Spice Bazaar ,10/9/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,10508,3.6%,170,30,966,3,3019,84,7,2
Spice Bazaar ,10/10/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6205,3.0%,84,73,1168,3,5937,96,30,4
Spice Bazaar ,10/11/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6090,3.4%,92,5,89,7,8855,41,23,13
Spice Bazaar ,10/12/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5017,5.1%,115,10,224,14,42965,46,17,7
Spice Bazaar ,10/13/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9664,5.5%,238,60,2716,10,12578,35,40,2
Spice Bazaar ,10/14/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8836,3.3%,129,37,922,7,15294,50,13,2
Spice Bazaar ,10/15/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7148,6.4%,205,48,1903,7,6842,35,27,9
Spice Bazaar ,10/16/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,10345,4.2%,195,103,3837,21,53228,87,33,7
Spice Bazaar ,10/17/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5709,5.4%,138,48,1260,10,26362,56,10,7
Spice Bazaar ,10/18/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6793,3.3%,99,75,1418,10,27369,37,3,0
Spice Bazaar ,10/19/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9494,2.7%,115,54,1179,17,36525,93,0,13
Spice Bazaar ,10/20/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7089,3.6%,115,43,950,7,19420,21,43,2
Spice Bazaar ,10/21/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5813,3.9%,100,36,686,14,31192,105,37,2
Spice Bazaar ,10/22/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7703,5.2%,180,81,2777,10,23545,75,3,7
Spice Bazaar ,10/23/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8114,4.4%,160,89,2736,17,22237,81,7,7
Spice Bazaar ,10/24/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6616,2.9%,86,6,98,14,25859,74,20,4
Spice Bazaar ,10/25/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,10560,5.2%,244,72,3374,3,12779,100,20,9
Spice Bazaar ,10/26/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5953,6.2%,164,43,1336,10,20225,52,27,2
Spice Bazaar ,10/27/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7629,3.8%,130,52,1291,7,23646,41,0,2
Spice Bazaar ,10/28/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9624,3.5%,151,85,2458,10,33506,56,13,9
Spice Bazaar ,10/29/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8247,5.9%,216,31,1268,14,30387,75,23,0
Spice Bazaar ,10/30/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,10634,4.3%,205,72,2837,14,22640,61,7,2
Spice Bazaar ,10/31/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8869,3.9%,155,71,2095,21,22237,74,10,16
Spice Bazaar ,11/1/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7607,3.2%,109,3,71,14,25054,96,23,16
Spice Bazaar ,11/2/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,4592,5.4%,111,30,633,10,30186,46,27,2
Spice Bazaar ,11/3/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6375,4.4%,124,10,243,17,30085,108,20,2
Spice Bazaar ,11/4/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7400,6.0%,199,88,3370,3,14288,77,27,2
Spice Bazaar ,11/5/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8654,3.4%,130,47,1164,7,9257,86,3,13
Spice Bazaar ,11/6/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7345,4.1%,133,33,847,7,22640,103,23,4
Spice Bazaar ,11/7/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,10427,4.6%,213,66,2701,3,5735,92,30,7
Spice Bazaar ,11/8/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9668,4.1%,176,100,3372,7,23847,100,3,9
Spice Bazaar ,11/9/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7333,3.3%,107,69,1409,21,31595,80,13,9
Spice Bazaar ,11/10/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6568,3.7%,108,67,1382,17,15395,78,40,16
Spice Bazaar ,11/11/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9968,5.2%,233,82,3669,17,41858,65,3,0
Spice Bazaar ,11/12/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5147,3.6%,82,101,1587,10,27570,78,10,0
Spice Bazaar ,11/13/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8688,5.2%,203,52,2011,3,15395,87,7,9
Spice Bazaar ,11/14/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8732,4.7%,184,29,1018,21,31092,66,7,0
Spice Bazaar ,11/15/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,10108,3.9%,177,41,1381,17,38336,77,30,11
Spice Bazaar ,11/16/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7074,3.4%,108,95,1966,14,27671,27,20,9
Spice Bazaar ,11/17/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9091,3.9%,159,5,155,14,27469,78,7,11
Spice Bazaar ,11/18/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6120,5.5%,150,94,2678,3,4729,40,37,7
Spice Bazaar ,11/19/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7530,4.5%,152,14,396,17,44373,62,47,20
Spice Bazaar ,11/20/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9909,5.3%,233,100,4480,7,19923,77,17,2
Spice Bazaar ,11/21/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5561,5.5%,137,88,2322,7,9156,96,10,4
Spice Bazaar ,11/22/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9557,4.7%,199,76,2887,7,11169,65,17,7
Spice Bazaar ,11/23/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9994,3.9%,173,54,1769,10,13282,62,7,4
Spice Bazaar ,11/24/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7278,3.1%,101,41,790,3,15395,96,13,0
Spice Bazaar ,11/25/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8055,4.7%,168,78,2515,14,30287,63,0,9
Spice Bazaar ,11/26/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7652,4.8%,163,105,3289,7,13785,50,3,9
Spice Bazaar ,11/27/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,10034,4.3%,191,60,2210,10,14489,55,43,4
Spice Bazaar ,11/28/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7633,5.1%,175,60,1989,17,28878,37,10,0
Spice Bazaar ,11/29/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8895,4.0%,158,84,2539,10,25054,50,17,0
Spice Bazaar ,11/30/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7315,3.6%,117,101,2255,14,27671,84,17,9
Spice Bazaar ,12/1/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8151,5.4%,196,57,2132,3,20124,96,50,13
Spice Bazaar ,12/2/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7493,1.8%,59,7,77,7,13684,61,3,4
Spice Bazaar ,12/3/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9927,3.3%,147,91,2558,17,43367,83,27,16
Spice Bazaar ,12/4/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8310,4.9%,183,92,3210,17,34513,43,37,9
Spice Bazaar ,12/5/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7633,5.1%,173,1,28,3,7748,47,27,9
Spice Bazaar ,12/6/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9964,4.9%,219,43,1782,3,16602,24,13,18
Spice Bazaar ,12/7/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6753,4.8%,144,62,1709,14,30790,59,40,9
Spice Bazaar ,12/8/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8773,2.6%,102,104,2031,14,31293,87,30,4
Spice Bazaar ,12/9/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9713,3.7%,161,45,1390,17,26463,86,23,4
Spice Bazaar ,12/10/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9694,3.3%,141,95,2575,17,31796,49,20,2
Spice Bazaar ,12/11/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7637,2.7%,91,58,1004,14,28375,40,33,4
Spice Bazaar ,12/12/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5998,4.8%,129,79,1954,10,29280,44,10,20
Spice Bazaar ,12/13/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9232,3.4%,141,71,1901,3,19621,46,20,0
Spice Bazaar ,12/14/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6212,3.5%,98,26,476,21,28576,69,20,20
Spice Bazaar ,12/15/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9024,4.3%,174,91,3030,17,19822,50,23,2
Spice Bazaar ,12/16/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9209,3.7%,151,54,1546,21,37733,69,3,0
Spice Bazaar ,12/17/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8776,4.1%,159,105,3217,14,29582,103,0,2
Spice Bazaar ,12/18/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6031,6.6%,177,6,202,17,31897,58,27,13
Spice Bazaar ,12/19/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,5902,3.4%,89,57,967,3,19017,38,3,11
Spice Bazaar ,12/20/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,6445,3.2%,93,21,376,21,35519,72,47,4
Spice Bazaar ,12/21/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,8895,5.8%,229,3,112,21,37129,62,13,4
Spice Bazaar ,12/22/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,7507,2.4%,81,4,66,17,30287,90,0,20
Spice Bazaar ,12/23/2023,Ahmedabad,Snapchat,Laptop,Exclusive Sale,9176,2.9%,119,60,1379,14,32400,90,33,9
Festival Delight,2/24/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8574,6.9%,264,4,214,3,3924,37,23,18
Festival Delight,2/25/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6299,4.4%,124,38,910,7,14087,78,54,4
Festival Delight,2/26/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7478,4.9%,163,69,2144,14,24954,59,27,4
Festival Delight,2/27/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7115,5.5%,174,51,1698,14,25759,41,27,18
Festival Delight,2/28/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,4708,5.3%,112,60,1275,10,18715,90,23,2
Festival Delight,3/1/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8613,4.8%,184,37,1284,0,0,74,40,0
Festival Delight,3/2/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8300,3.8%,140,52,1386,14,27771,34,7,11
Festival Delight,3/3/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7922,4.3%,153,9,249,3,4427,63,7,18
Festival Delight,2/27/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5847,3.6%,93,45,803,10,9660,63,40,0
Festival Delight,2/28/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7283,5.4%,175,0,0,7,9660,65,30,13
Festival Delight,3/1/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7049,4.8%,150,9,244,14,15697,100,10,7
Festival Delight,3/2/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5836,3.9%,101,1,16,3,7949,41,27,4
Festival Delight,3/3/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5804,6.7%,174,35,1164,0,0,38,27,9
Festival Delight,3/4/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,9745,3.5%,151,72,2086,3,7144,100,10,9
Festival Delight,3/5/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6622,3.4%,101,20,394,10,16904,89,37,18
Festival Delight,3/6/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8862,6.9%,272,60,3101,10,23243,63,47,0
Festival Delight,3/7/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8862,3.5%,137,35,915,0,0,83,50,0
Festival Delight,3/8/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8697,5.5%,215,48,1955,0,0,103,47,7
Festival Delight,3/9/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7034,5.0%,158,37,1104,7,12879,58,30,16
Festival Delight,3/10/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5659,3.6%,90,9,161,14,20929,44,47,11
Festival Delight,3/11/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7550,4.5%,151,37,1079,0,0,72,30,2
Festival Delight,3/12/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,10454,5.5%,256,45,2204,10,18413,49,30,16
Festival Delight,3/13/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7020,5.3%,167,26,815,14,14892,89,17,9
Festival Delight,3/14/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5887,4.4%,116,82,1815,0,0,37,17,13
Festival Delight,3/15/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,9399,7.0%,293,57,3194,10,14489,34,33,11
Festival Delight,3/16/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6868,2.9%,88,70,1171,7,15697,103,40,2
Festival Delight,3/17/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6515,5.4%,158,55,1669,0,0,40,40,7
Festival Delight,3/18/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5665,6.3%,160,39,1198,0,0,87,20,13
Festival Delight,3/19/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,9374,5.3%,221,32,1365,7,9861,100,17,9
Festival Delight,3/20/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6517,3.9%,113,94,2033,10,14791,32,10,7
Festival Delight,3/21/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5687,4.5%,115,2,37,0,0,93,40,4
Festival Delight,4/24/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,9485,2.9%,121,68,1578,14,26564,96,64,9
Festival Delight,4/25/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6370,4.3%,121,22,514,3,7748,43,33,4
Festival Delight,3/21/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5601,4.8%,119,71,1631,0,0,38,17,4
Festival Delight,4/27/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7552,5.0%,169,9,276,10,18715,41,47,20
Festival Delight,4/28/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6673,5.1%,151,36,1033,0,0,108,47,20
Festival Delight,4/29/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7457,5.2%,174,70,2321,7,10464,77,60,7
Festival Delight,4/30/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,4955,3.4%,76,4,61,10,19923,75,20,11
Festival Delight,5/1/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6858,3.1%,95,19,341,7,9458,97,33,0
Festival Delight,5/2/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6538,5.3%,155,60,1770,3,7446,65,33,4
Festival Delight,5/3/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5773,6.9%,179,2,58,10,9660,87,23,7
Festival Delight,5/4/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6206,4.9%,136,82,2153,0,0,61,50,11
Festival Delight,5/5/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7276,5.1%,165,18,563,0,0,53,13,9
Festival Delight,5/6/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8519,6.4%,243,73,3395,3,4729,49,7,18
Festival Delight,5/7/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6837,3.8%,115,18,393,0,0,52,17,4
Festival Delight,5/8/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6670,5.6%,168,94,2999,3,5232,49,50,4
Festival Delight,5/9/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8355,4.5%,169,83,2689,14,32198,103,33,4
Festival Delight,5/10/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,9456,4.6%,195,91,3397,7,8452,63,43,11
Festival Delight,5/11/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8413,6.3%,238,88,3984,0,0,31,23,0
Festival Delight,5/12/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7221,3.8%,121,5,119,7,7446,63,23,4
Festival Delight,5/13/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6649,3.7%,109,24,496,3,3019,52,23,9
Festival Delight,5/14/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8891,4.7%,187,56,2013,7,15697,96,27,13
Festival Delight,5/15/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7596,1.7%,56,0,0,0,0,81,37,2
Festival Delight,5/16/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5237,4.6%,107,68,1391,0,0,77,23,13
Festival Delight,5/17/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5679,5.0%,126,59,1416,10,9961,83,7,11
Festival Delight,5/18/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7629,3.7%,125,68,1626,14,22539,83,54,16
Festival Delight,5/19/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7065,3.5%,109,25,516,7,14691,40,20,2
Festival Delight,5/20/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6369,5.5%,156,77,2305,0,0,97,30,4
Festival Delight,5/21/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,9219,5.7%,236,31,1419,3,7446,93,13,4
Festival Delight,5/22/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6451,2.9%,84,4,68,0,0,69,37,2
Festival Delight,5/23/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5434,3.2%,78,3,51,7,16099,43,37,7
Festival Delight,5/24/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6166,2.9%,79,11,167,0,0,74,10,13
Festival Delight,5/25/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6532,2.4%,69,56,739,7,10867,43,37,2
Festival Delight,5/26/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,4644,5.2%,107,66,1362,7,14892,96,27,2
Festival Delight,5/27/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6781,5.8%,175,55,1850,10,22640,56,43,7
Festival Delight,5/28/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6362,4.1%,116,84,1862,0,0,47,37,9
Festival Delight,5/29/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7002,5.3%,166,13,406,7,6440,106,43,22
Festival Delight,5/30/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6686,3.7%,111,10,217,7,7043,65,33,20
Festival Delight,5/31/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8705,4.9%,191,22,809,7,7446,68,27,16
Festival Delight,6/1/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5662,3.2%,81,57,886,0,0,90,7,7
Festival Delight,6/2/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5292,4.1%,96,65,1204,14,24149,75,13,4
Festival Delight,6/3/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5614,3.5%,87,36,594,7,12678,50,40,13
Festival Delight,6/4/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5933,5.0%,133,88,2230,14,19722,37,3,13
Festival Delight,6/5/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6287,8.0%,223,5,217,7,12074,58,3,11
Festival Delight,6/6/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8178,4.0%,145,44,1226,10,11169,77,54,11
Festival Delight,6/7/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7565,5.7%,192,11,406,14,27369,84,43,2
Festival Delight,6/8/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6572,3.3%,97,37,696,0,0,83,70,13
Festival Delight,6/9/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7629,2.3%,79,61,922,3,5132,93,13,2
Festival Delight,6/10/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8136,3.7%,133,32,824,7,13483,53,60,4
Festival Delight,6/11/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6334,3.8%,107,27,555,14,26564,100,33,16
Festival Delight,6/12/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8858,4.3%,171,55,1807,14,24149,52,13,9
Festival Delight,6/13/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7921,3.3%,117,9,191,3,6339,89,3,2
Festival Delight,6/14/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8517,6.3%,241,1,39,0,0,80,10,7
Festival Delight,6/15/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,6920,4.8%,147,71,2015,0,0,103,3,2
Festival Delight,6/16/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5980,3.4%,90,99,1696,0,0,72,33,18
Festival Delight,6/17/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7976,4.4%,157,7,205,3,7245,31,13,16
Festival Delight,6/18/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8299,6.5%,240,74,3399,0,0,99,33,9
Festival Delight,6/19/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7106,4.8%,151,69,1995,10,18715,65,43,16
Festival Delight,6/20/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5131,5.8%,132,34,861,0,0,80,33,0
Festival Delight,6/21/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,8002,2.7%,95,60,1083,0,0,100,7,18
Festival Delight,6/22/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,7118,4.2%,134,90,2313,0,0,75,23,9
Festival Delight,6/23/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,5546,5.8%,143,24,652,10,22338,86,40,18
Heritage Exclusive Sale,6/24/2023,Varanasi,Snapchat,Laptop,Exclusive Sale,4310,3.4%,65,62,769,10,14691,90,40,18
